Measure #0 from set 1 [2 --> 1], RSSI = -36
Measure #773 from set 1 [1 --> 2], RSSI = -39
Measure #774 from set 1 [2 --> 1], RSSI = -38
Measure #774 from set 1 [1 --> 2], RSSI = -33
Measure #775 from set 1 [2 --> 1], RSSI = -35
Measure #775 from set 1 [1 --> 2], RSSI = -32
Measure #776 from set 1 [2 --> 1], RSSI = -37
Measure #776 from set 1 [1 --> 2], RSSI = -39
Measure #777 from set 1 [2 --> 1], RSSI = -41
Measure #777 from set 1 [1 --> 2], RSSI = -38
Measure #778 from set 1 [2 --> 1], RSSI = -39
Measure #778 from set 1 [1 --> 2], RSSI = -38
Measure #779 from set 1 [2 --> 1], RSSI = -39
Measure #779 from set 1 [1 --> 2], RSSI = -37
Measure #780 from set 1 [2 --> 1], RSSI = -41
Measure #780 from set 1 [1 --> 2], RSSI = -40
Measure #781 from set 1 [2 --> 1], RSSI = -43
Measure #781 from set 1 [1 --> 2], RSSI = -41
Measure #782 from set 1 [2 --> 1], RSSI = -40
Measure #782 from set 1 [1 --> 2], RSSI = -36
Measure #783 from set 1 [2 --> 1], RSSI = -36
Measure #783 from set 1 [1 --> 2], RSSI = -33
Measure #784 from set 1 [2 --> 1], RSSI = -40
Measure #784 from set 1 [1 --> 2], RSSI = -37
Measure #785 from set 1 [2 --> 1], RSSI = -41
Measure #785 from set 1 [1 --> 2], RSSI = -36
Measure #786 from set 1 [2 --> 1], RSSI = -37
Measure #786 from set 1 [1 --> 2], RSSI = -35
Measure #787 from set 1 [2 --> 1], RSSI = -48
Measure #787 from set 1 [1 --> 2], RSSI = -41
Measure #788 from set 1 [2 --> 1], RSSI = -53
Measure #788 from set 1 [1 --> 2], RSSI = -43
Measure #789 from set 1 [2 --> 1], RSSI = -39
Measure #789 from set 1 [1 --> 2], RSSI = -35
Measure #790 from set 1 [2 --> 1], RSSI = -37
Measure #790 from set 1 [1 --> 2], RSSI = -35
Measure #791 from set 1 [2 --> 1], RSSI = -41
Measure #791 from set 1 [1 --> 2], RSSI = -45
Measure #792 from set 1 [2 --> 1], RSSI = -57
Measure #792 from set 1 [1 --> 2], RSSI = -43
Measure #793 from set 1 [2 --> 1], RSSI = -38
Measure #793 from set 1 [1 --> 2], RSSI = -35
Measure #794 from set 1 [2 --> 1], RSSI = -38
Measure #794 from set 1 [1 --> 2], RSSI = -38
Measure #795 from set 1 [2 --> 1], RSSI = -41
Measure #795 from set 1 [1 --> 2], RSSI = -39
Measure #796 from set 1 [2 --> 1], RSSI = -40
Measure #796 from set 1 [1 --> 2], RSSI = -39
Measure #797 from set 1 [2 --> 1], RSSI = -49
Measure #797 from set 1 [1 --> 2], RSSI = -57
Measure #798 from set 1 [2 --> 1], RSSI = -45
Measure #798 from set 1 [1 --> 2], RSSI = -43
Measure #799 from set 1 [2 --> 1], RSSI = -40
Measure #799 from set 1 [1 --> 2], RSSI = -39
Measure #800 from set 1 [2 --> 1], RSSI = -39
Measure #800 from set 1 [1 --> 2], RSSI = -38
Measure #801 from set 1 [2 --> 1], RSSI = -38
Measure #801 from set 1 [1 --> 2], RSSI = -35
Measure #802 from set 1 [2 --> 1], RSSI = -39
Measure #802 from set 1 [1 --> 2], RSSI = -37
Measure #803 from set 1 [2 --> 1], RSSI = -39
Measure #803 from set 1 [1 --> 2], RSSI = -37
Measure #804 from set 1 [2 --> 1], RSSI = -38
Measure #804 from set 1 [1 --> 2], RSSI = -35
Measure #805 from set 1 [2 --> 1], RSSI = -39
Measure #805 from set 1 [1 --> 2], RSSI = -37
Measure #806 from set 1 [2 --> 1], RSSI = -39
Measure #806 from set 1 [1 --> 2], RSSI = -38
Measure #807 from set 1 [2 --> 1], RSSI = -41
Measure #807 from set 1 [1 --> 2], RSSI = -39
Measure #808 from set 1 [2 --> 1], RSSI = -43
Measure #808 from set 1 [1 --> 2], RSSI = -45
Measure #809 from set 1 [2 --> 1], RSSI = -47
Measure #809 from set 1 [1 --> 2], RSSI = -43
Measure #810 from set 1 [2 --> 1], RSSI = -45
Measure #810 from set 1 [1 --> 2], RSSI = -41
Measure #811 from set 1 [2 --> 1], RSSI = -43
Measure #811 from set 1 [1 --> 2], RSSI = -41
Measure #812 from set 1 [2 --> 1], RSSI = -40
Measure #812 from set 1 [1 --> 2], RSSI = -38
Measure #813 from set 1 [2 --> 1], RSSI = -39
Measure #813 from set 1 [1 --> 2], RSSI = -37
Measure #814 from set 1 [2 --> 1], RSSI = -43
Measure #814 from set 1 [1 --> 2], RSSI = -41
Measure #815 from set 1 [2 --> 1], RSSI = -44
Measure #815 from set 1 [1 --> 2], RSSI = -38
Measure #816 from set 1 [2 --> 1], RSSI = -43
Measure #816 from set 1 [1 --> 2], RSSI = -41
Measure #817 from set 1 [2 --> 1], RSSI = -40
Measure #817 from set 1 [1 --> 2], RSSI = -40
Measure #818 from set 1 [2 --> 1], RSSI = -41
Measure #818 from set 1 [1 --> 2], RSSI = -40
Measure #819 from set 1 [2 --> 1], RSSI = -43
Measure #819 from set 1 [1 --> 2], RSSI = -40
Measure #820 from set 1 [2 --> 1], RSSI = -43
Measure #820 from set 1 [1 --> 2], RSSI = -39
Measure #821 from set 1 [2 --> 1], RSSI = -41
Measure #821 from set 1 [1 --> 2], RSSI = -40
Measure #822 from set 1 [2 --> 1], RSSI = -43
Measure #822 from set 1 [1 --> 2], RSSI = -39
Measure #823 from set 1 [2 --> 1], RSSI = -41
Measure #823 from set 1 [1 --> 2], RSSI = -40
Measure #824 from set 1 [2 --> 1], RSSI = -45
Measure #824 from set 1 [1 --> 2], RSSI = -39
Measure #825 from set 1 [2 --> 1], RSSI = -43
Measure #825 from set 1 [1 --> 2], RSSI = -41
Measure #826 from set 1 [2 --> 1], RSSI = -52
Measure #826 from set 1 [1 --> 2], RSSI = -45
Measure #827 from set 1 [2 --> 1], RSSI = -47
Measure #827 from set 1 [1 --> 2], RSSI = -41
Measure #828 from set 1 [2 --> 1], RSSI = -45
Measure #828 from set 1 [1 --> 2], RSSI = -39
Measure #829 from set 1 [2 --> 1], RSSI = -44
Measure #829 from set 1 [1 --> 2], RSSI = -40
Measure #830 from set 1 [2 --> 1], RSSI = -43
Measure #830 from set 1 [1 --> 2], RSSI = -41
Measure #831 from set 1 [2 --> 1], RSSI = -41
Measure #831 from set 1 [1 --> 2], RSSI = -40
Measure #832 from set 1 [2 --> 1], RSSI = -41
Measure #832 from set 1 [1 --> 2], RSSI = -41
Measure #833 from set 1 [2 --> 1], RSSI = -44
Measure #833 from set 1 [1 --> 2], RSSI = -41
Measure #834 from set 1 [2 --> 1], RSSI = -45
Measure #834 from set 1 [1 --> 2], RSSI = -41
Measure #835 from set 1 [2 --> 1], RSSI = -44
Measure #835 from set 1 [1 --> 2], RSSI = -41
Measure #836 from set 1 [2 --> 1], RSSI = -43
Measure #836 from set 1 [1 --> 2], RSSI = -39
Measure #837 from set 1 [2 --> 1], RSSI = -39
Measure #837 from set 1 [1 --> 2], RSSI = -36
Measure #838 from set 1 [2 --> 1], RSSI = -39
Measure #838 from set 1 [1 --> 2], RSSI = -35
Measure #839 from set 1 [2 --> 1], RSSI = -39
Measure #839 from set 1 [1 --> 2], RSSI = -33
Measure #840 from set 1 [2 --> 1], RSSI = -40
Measure #840 from set 1 [1 --> 2], RSSI = -38
Measure #841 from set 1 [2 --> 1], RSSI = -39
Measure #841 from set 1 [1 --> 2], RSSI = -37
Measure #842 from set 1 [2 --> 1], RSSI = -41
Measure #842 from set 1 [1 --> 2], RSSI = -39
Measure #843 from set 1 [2 --> 1], RSSI = -39
Measure #843 from set 1 [1 --> 2], RSSI = -33
Measure #844 from set 1 [2 --> 1], RSSI = -40
Measure #844 from set 1 [1 --> 2], RSSI = -33
Measure #845 from set 1 [2 --> 1], RSSI = -37
Measure #845 from set 1 [1 --> 2], RSSI = -33
Measure #846 from set 1 [2 --> 1], RSSI = -42
Measure #846 from set 1 [1 --> 2], RSSI = -43
Measure #847 from set 1 [2 --> 1], RSSI = -41
Measure #847 from set 1 [1 --> 2], RSSI = -41
Measure #848 from set 1 [2 --> 1], RSSI = -43
Measure #848 from set 1 [1 --> 2], RSSI = -40
Measure #849 from set 1 [2 --> 1], RSSI = -41
Measure #849 from set 1 [1 --> 2], RSSI = -43
Measure #850 from set 1 [2 --> 1], RSSI = -43
Measure #850 from set 1 [1 --> 2], RSSI = -37
Measure #851 from set 1 [2 --> 1], RSSI = -43
Measure #851 from set 1 [1 --> 2], RSSI = -39
Measure #852 from set 1 [2 --> 1], RSSI = -42
Measure #852 from set 1 [1 --> 2], RSSI = -37
Measure #853 from set 1 [2 --> 1], RSSI = -41
Measure #853 from set 1 [1 --> 2], RSSI = -41
Measure #854 from set 1 [2 --> 1], RSSI = -54
Measure #854 from set 1 [1 --> 2], RSSI = -49
Measure #855 from set 1 [2 --> 1], RSSI = -47
Measure #855 from set 1 [1 --> 2], RSSI = -46
Measure #856 from set 1 [2 --> 1], RSSI = -39
Measure #856 from set 1 [1 --> 2], RSSI = -35
Measure #857 from set 1 [2 --> 1], RSSI = -40
Measure #857 from set 1 [1 --> 2], RSSI = -40
Measure #858 from set 1 [2 --> 1], RSSI = -41
Measure #858 from set 1 [1 --> 2], RSSI = -41
Measure #859 from set 1 [2 --> 1], RSSI = -41
Measure #859 from set 1 [1 --> 2], RSSI = -38
Measure #860 from set 1 [2 --> 1], RSSI = -40
Measure #860 from set 1 [1 --> 2], RSSI = -37
Measure #861 from set 1 [2 --> 1], RSSI = -39
Measure #861 from set 1 [1 --> 2], RSSI = -33
Measure #862 from set 1 [2 --> 1], RSSI = -37
Measure #862 from set 1 [1 --> 2], RSSI = -32
Measure #863 from set 1 [2 --> 1], RSSI = -36
Measure #863 from set 1 [1 --> 2], RSSI = -33
Measure #864 from set 1 [2 --> 1], RSSI = -37
Measure #864 from set 1 [1 --> 2], RSSI = -32
Measure #865 from set 1 [2 --> 1], RSSI = -36
Measure #865 from set 1 [1 --> 2], RSSI = -32
Measure #866 from set 1 [2 --> 1], RSSI = -36
Measure #866 from set 1 [1 --> 2], RSSI = -32
Measure #867 from set 1 [2 --> 1], RSSI = -37
Measure #867 from set 1 [1 --> 2], RSSI = -34
Measure #868 from set 1 [2 --> 1], RSSI = -38
Measure #868 from set 1 [1 --> 2], RSSI = -37
Measure #869 from set 1 [2 --> 1], RSSI = -43
Measure #869 from set 1 [1 --> 2], RSSI = -41
Measure #870 from set 1 [2 --> 1], RSSI = -43
Measure #870 from set 1 [1 --> 2], RSSI = -40
Measure #871 from set 1 [2 --> 1], RSSI = -43
Measure #871 from set 1 [1 --> 2], RSSI = -42
Measure #872 from set 1 [2 --> 1], RSSI = -43
Measure #872 from set 1 [1 --> 2], RSSI = -41
Measure #873 from set 1 [2 --> 1], RSSI = -42
Measure #873 from set 1 [1 --> 2], RSSI = -41
Measure #874 from set 1 [2 --> 1], RSSI = -51
Measure #874 from set 1 [1 --> 2], RSSI = -44
Measure #875 from set 1 [2 --> 1], RSSI = -44
Measure #875 from set 1 [1 --> 2], RSSI = -41
Measure #876 from set 1 [2 --> 1], RSSI = -44
Measure #876 from set 1 [1 --> 2], RSSI = -42
Measure #877 from set 1 [2 --> 1], RSSI = -45
Measure #877 from set 1 [1 --> 2], RSSI = -42
Measure #878 from set 1 [2 --> 1], RSSI = -46
Measure #878 from set 1 [1 --> 2], RSSI = -44
Measure #879 from set 1 [2 --> 1], RSSI = -43
Measure #879 from set 1 [1 --> 2], RSSI = -42
Measure #880 from set 1 [2 --> 1], RSSI = -47
Measure #880 from set 1 [1 --> 2], RSSI = -46
Measure #881 from set 1 [2 --> 1], RSSI = -52
Measure #881 from set 1 [1 --> 2], RSSI = -44
Measure #882 from set 1 [2 --> 1], RSSI = -43
Measure #882 from set 1 [1 --> 2], RSSI = -40
Measure #883 from set 1 [2 --> 1], RSSI = -45
Measure #883 from set 1 [1 --> 2], RSSI = -51
Measure #884 from set 1 [2 --> 1], RSSI = -44
Measure #884 from set 1 [1 --> 2], RSSI = -42
Measure #885 from set 1 [2 --> 1], RSSI = -44
Measure #885 from set 1 [1 --> 2], RSSI = -38
Measure #886 from set 1 [2 --> 1], RSSI = -37
Measure #886 from set 1 [1 --> 2], RSSI = -35
Measure #887 from set 1 [2 --> 1], RSSI = -43
Measure #887 from set 1 [1 --> 2], RSSI = -54
Measure #888 from set 1 [2 --> 1], RSSI = -54
Measure #888 from set 1 [1 --> 2], RSSI = -51
Measure #889 from set 1 [2 --> 1], RSSI = -43
Measure #889 from set 1 [1 --> 2], RSSI = -40
Measure #890 from set 1 [2 --> 1], RSSI = -38
Measure #890 from set 1 [1 --> 2], RSSI = -35
Measure #891 from set 1 [2 --> 1], RSSI = -39
Measure #891 from set 1 [1 --> 2], RSSI = -37
Measure #892 from set 1 [2 --> 1], RSSI = -39
Measure #892 from set 1 [1 --> 2], RSSI = -33
Measure #893 from set 1 [2 --> 1], RSSI = -32
Measure #893 from set 1 [1 --> 2], RSSI = -31
Measure #894 from set 1 [2 --> 1], RSSI = -36
Measure #894 from set 1 [1 --> 2], RSSI = -37
Measure #895 from set 1 [2 --> 1], RSSI = -40
Measure #895 from set 1 [1 --> 2], RSSI = -39
Measure #896 from set 1 [2 --> 1], RSSI = -41
Measure #896 from set 1 [1 --> 2], RSSI = -39
Measure #897 from set 1 [2 --> 1], RSSI = -49
Measure #897 from set 1 [1 --> 2], RSSI = -41
Measure #898 from set 1 [2 --> 1], RSSI = -39
Measure #898 from set 1 [1 --> 2], RSSI = -37
Measure #899 from set 1 [2 --> 1], RSSI = -39
Measure #899 from set 1 [1 --> 2], RSSI = -37
Measure #900 from set 1 [2 --> 1], RSSI = -38
Measure #900 from set 1 [1 --> 2], RSSI = -36
Measure #901 from set 1 [2 --> 1], RSSI = -38
Measure #901 from set 1 [1 --> 2], RSSI = -35
Measure #902 from set 1 [2 --> 1], RSSI = -38
Measure #902 from set 1 [1 --> 2], RSSI = -36
Measure #903 from set 1 [2 --> 1], RSSI = -38
Measure #903 from set 1 [1 --> 2], RSSI = -35
Measure #904 from set 1 [2 --> 1], RSSI = -38
Measure #904 from set 1 [1 --> 2], RSSI = -35
Measure #905 from set 1 [2 --> 1], RSSI = -37
Measure #905 from set 1 [1 --> 2], RSSI = -35
Measure #906 from set 1 [2 --> 1], RSSI = -37
Measure #906 from set 1 [1 --> 2], RSSI = -34
Measure #907 from set 1 [2 --> 1], RSSI = -38
Measure #907 from set 1 [1 --> 2], RSSI = -35
Measure #908 from set 1 [2 --> 1], RSSI = -37
Measure #908 from set 1 [1 --> 2], RSSI = -35
Measure #909 from set 1 [2 --> 1], RSSI = -39
Measure #909 from set 1 [1 --> 2], RSSI = -38
Measure #910 from set 1 [2 --> 1], RSSI = -37
Measure #910 from set 1 [1 --> 2], RSSI = -35
Measure #911 from set 1 [2 --> 1], RSSI = -38
Measure #911 from set 1 [1 --> 2], RSSI = -36
Measure #912 from set 1 [2 --> 1], RSSI = -37
Measure #912 from set 1 [1 --> 2], RSSI = -34
Measure #913 from set 1 [2 --> 1], RSSI = -37
Measure #913 from set 1 [1 --> 2], RSSI = -35
Measure #914 from set 1 [2 --> 1], RSSI = -37
Measure #914 from set 1 [1 --> 2], RSSI = -35
Measure #915 from set 1 [2 --> 1], RSSI = -39
Measure #915 from set 1 [1 --> 2], RSSI = -37
Measure #916 from set 1 [2 --> 1], RSSI = -39
Measure #916 from set 1 [1 --> 2], RSSI = -37
Measure #917 from set 1 [2 --> 1], RSSI = -38
Measure #917 from set 1 [1 --> 2], RSSI = -36
Measure #918 from set 1 [2 --> 1], RSSI = -38
Measure #918 from set 1 [1 --> 2], RSSI = -36
Measure #919 from set 1 [2 --> 1], RSSI = -39
Measure #919 from set 1 [1 --> 2], RSSI = -37
Measure #920 from set 1 [2 --> 1], RSSI = -40
Measure #920 from set 1 [1 --> 2], RSSI = -38
Measure #921 from set 1 [2 --> 1], RSSI = -41
Measure #921 from set 1 [1 --> 2], RSSI = -39
Measure #922 from set 1 [2 --> 1], RSSI = -42
Measure #922 from set 1 [1 --> 2], RSSI = -39
Measure #923 from set 1 [2 --> 1], RSSI = -41
Measure #923 from set 1 [1 --> 2], RSSI = -39
Measure #924 from set 1 [2 --> 1], RSSI = -41
Measure #924 from set 1 [1 --> 2], RSSI = -37
Measure #925 from set 1 [2 --> 1], RSSI = -39
Measure #925 from set 1 [1 --> 2], RSSI = -37
Measure #926 from set 1 [2 --> 1], RSSI = -39
Measure #926 from set 1 [1 --> 2], RSSI = -37
Measure #927 from set 1 [2 --> 1], RSSI = -39
Measure #927 from set 1 [1 --> 2], RSSI = -37
Measure #928 from set 1 [2 --> 1], RSSI = -39
Measure #928 from set 1 [1 --> 2], RSSI = -35
Measure #929 from set 1 [2 --> 1], RSSI = -39
Measure #929 from set 1 [1 --> 2], RSSI = -37
Measure #930 from set 1 [2 --> 1], RSSI = -39
Measure #930 from set 1 [1 --> 2], RSSI = -37
Measure #931 from set 1 [2 --> 1], RSSI = -39
Measure #931 from set 1 [1 --> 2], RSSI = -37
Measure #932 from set 1 [2 --> 1], RSSI = -39
Measure #932 from set 1 [1 --> 2], RSSI = -37
Measure #933 from set 1 [2 --> 1], RSSI = -39
Measure #933 from set 1 [1 --> 2], RSSI = -37
Measure #934 from set 1 [2 --> 1], RSSI = -41
Measure #934 from set 1 [1 --> 2], RSSI = -41
Measure #935 from set 1 [2 --> 1], RSSI = -46
Measure #935 from set 1 [1 --> 2], RSSI = -43
Measure #936 from set 1 [2 --> 1], RSSI = -39
Measure #936 from set 1 [1 --> 2], RSSI = -35
Measure #937 from set 1 [2 --> 1], RSSI = -39
Measure #937 from set 1 [1 --> 2], RSSI = -36
Measure #938 from set 1 [2 --> 1], RSSI = -39
Measure #938 from set 1 [1 --> 2], RSSI = -36
Measure #939 from set 1 [2 --> 1], RSSI = -37
Measure #939 from set 1 [1 --> 2], RSSI = -32
Measure #940 from set 1 [2 --> 1], RSSI = -34
Measure #940 from set 1 [1 --> 2], RSSI = -32
Measure #941 from set 1 [2 --> 1], RSSI = -39
Measure #941 from set 1 [1 --> 2], RSSI = -37
Measure #942 from set 1 [2 --> 1], RSSI = -41
Measure #942 from set 1 [1 --> 2], RSSI = -39
Measure #943 from set 1 [2 --> 1], RSSI = -39
Measure #943 from set 1 [1 --> 2], RSSI = -38
Measure #944 from set 1 [2 --> 1], RSSI = -41
Measure #944 from set 1 [1 --> 2], RSSI = -39
Measure #945 from set 1 [2 --> 1], RSSI = -41
Measure #945 from set 1 [1 --> 2], RSSI = -39
Measure #946 from set 1 [2 --> 1], RSSI = -40
Measure #946 from set 1 [1 --> 2], RSSI = -39
Measure #947 from set 1 [2 --> 1], RSSI = -41
Measure #947 from set 1 [1 --> 2], RSSI = -39
Measure #948 from set 1 [2 --> 1], RSSI = -41
Measure #948 from set 1 [1 --> 2], RSSI = -38
Measure #949 from set 1 [2 --> 1], RSSI = -40
Measure #949 from set 1 [1 --> 2], RSSI = -39
Measure #950 from set 1 [2 --> 1], RSSI = -41
Measure #950 from set 1 [1 --> 2], RSSI = -39
Measure #951 from set 1 [2 --> 1], RSSI = -40
Measure #951 from set 1 [1 --> 2], RSSI = -37
Measure #952 from set 1 [2 --> 1], RSSI = -41
Measure #952 from set 1 [1 --> 2], RSSI = -39
Measure #953 from set 1 [2 --> 1], RSSI = -42
Measure #953 from set 1 [1 --> 2], RSSI = -39
Measure #954 from set 1 [2 --> 1], RSSI = -43
Measure #954 from set 1 [1 --> 2], RSSI = -41
Measure #955 from set 1 [2 --> 1], RSSI = -41
Measure #955 from set 1 [1 --> 2], RSSI = -39
Measure #956 from set 1 [2 --> 1], RSSI = -40
Measure #956 from set 1 [1 --> 2], RSSI = -39
Measure #957 from set 1 [2 --> 1], RSSI = -40
Measure #957 from set 1 [1 --> 2], RSSI = -36
Measure #958 from set 1 [2 --> 1], RSSI = -38
Measure #958 from set 1 [1 --> 2], RSSI = -36
Measure #959 from set 1 [2 --> 1], RSSI = -37
Measure #959 from set 1 [1 --> 2], RSSI = -33
Measure #960 from set 1 [2 --> 1], RSSI = -37
Measure #960 from set 1 [1 --> 2], RSSI = -34
Measure #961 from set 1 [2 --> 1], RSSI = -38
Measure #961 from set 1 [1 --> 2], RSSI = -37
Measure #962 from set 1 [2 --> 1], RSSI = -41
Measure #962 from set 1 [1 --> 2], RSSI = -39
Measure #963 from set 1 [2 --> 1], RSSI = -41
Measure #963 from set 1 [1 --> 2], RSSI = -39
Measure #964 from set 1 [2 --> 1], RSSI = -45
Measure #964 from set 1 [1 --> 2], RSSI = -44
Measure #965 from set 1 [2 --> 1], RSSI = -43
Measure #965 from set 1 [1 --> 2], RSSI = -41
Measure #966 from set 1 [2 --> 1], RSSI = -43
Measure #966 from set 1 [1 --> 2], RSSI = -41
Measure #967 from set 1 [2 --> 1], RSSI = -41
Measure #967 from set 1 [1 --> 2], RSSI = -37
Measure #968 from set 1 [2 --> 1], RSSI = -41
Measure #968 from set 1 [1 --> 2], RSSI = -38
Measure #969 from set 1 [2 --> 1], RSSI = -37
Measure #969 from set 1 [1 --> 2], RSSI = -32
Measure #970 from set 1 [2 --> 1], RSSI = -38
Measure #970 from set 1 [1 --> 2], RSSI = -37
Measure #971 from set 1 [2 --> 1], RSSI = -43
Measure #971 from set 1 [1 --> 2], RSSI = -42
Measure #972 from set 1 [2 --> 1], RSSI = -47
Measure #972 from set 1 [1 --> 2], RSSI = -43
Measure #973 from set 1 [2 --> 1], RSSI = -41
Measure #973 from set 1 [1 --> 2], RSSI = -37
Measure #974 from set 1 [2 --> 1], RSSI = -40
Measure #974 from set 1 [1 --> 2], RSSI = -37
Measure #975 from set 1 [2 --> 1], RSSI = -38
Measure #975 from set 1 [1 --> 2], RSSI = -35
Measure #976 from set 1 [2 --> 1], RSSI = -47
Measure #976 from set 1 [1 --> 2], RSSI = -51
Measure #977 from set 1 [2 --> 1], RSSI = -56
Measure #977 from set 1 [1 --> 2], RSSI = -53
Measure #978 from set 1 [2 --> 1], RSSI = -45
Measure #978 from set 1 [1 --> 2], RSSI = -39
Measure #979 from set 1 [2 --> 1], RSSI = -41
Measure #979 from set 1 [1 --> 2], RSSI = -40
Measure #980 from set 1 [2 --> 1], RSSI = -39
Measure #980 from set 1 [1 --> 2], RSSI = -33
Measure #981 from set 1 [2 --> 1], RSSI = -35
Measure #981 from set 1 [1 --> 2], RSSI = -31
Measure #982 from set 1 [2 --> 1], RSSI = -37
Measure #982 from set 1 [1 --> 2], RSSI = -33
Measure #983 from set 1 [2 --> 1], RSSI = -34
Measure #983 from set 1 [1 --> 2], RSSI = -31
Measure #984 from set 1 [2 --> 1], RSSI = -35
Measure #984 from set 1 [1 --> 2], RSSI = -31
Measure #985 from set 1 [2 --> 1], RSSI = -36
Measure #985 from set 1 [1 --> 2], RSSI = -33
Measure #986 from set 1 [2 --> 1], RSSI = -38
Measure #986 from set 1 [1 --> 2], RSSI = -33
Measure #987 from set 1 [2 --> 1], RSSI = -38
Measure #987 from set 1 [1 --> 2], RSSI = -35
Measure #988 from set 1 [2 --> 1], RSSI = -39
Measure #988 from set 1 [1 --> 2], RSSI = -33
Measure #989 from set 1 [2 --> 1], RSSI = -37
Measure #989 from set 1 [1 --> 2], RSSI = -34
Measure #990 from set 1 [2 --> 1], RSSI = -37
Measure #990 from set 1 [1 --> 2], RSSI = -33
Measure #991 from set 1 [2 --> 1], RSSI = -36
Measure #991 from set 1 [1 --> 2], RSSI = -32
Measure #992 from set 1 [2 --> 1], RSSI = -37
Measure #992 from set 1 [1 --> 2], RSSI = -34
Measure #993 from set 1 [2 --> 1], RSSI = -37
Measure #993 from set 1 [1 --> 2], RSSI = -33
Measure #994 from set 1 [2 --> 1], RSSI = -37
Measure #994 from set 1 [1 --> 2], RSSI = -34
Measure #995 from set 1 [2 --> 1], RSSI = -39
Measure #995 from set 1 [1 --> 2], RSSI = -37
Measure #996 from set 1 [2 --> 1], RSSI = -38
Measure #996 from set 1 [1 --> 2], RSSI = -33
Measure #997 from set 1 [2 --> 1], RSSI = -37
Measure #997 from set 1 [1 --> 2], RSSI = -33
Measure #998 from set 1 [2 --> 1], RSSI = -39
Measure #998 from set 1 [1 --> 2], RSSI = -37
Measure #999 from set 1 [2 --> 1], RSSI = -43
